YEAR,Gebietseinheit,Kategorie,Value,GeoCode
2016,Vechta,Wohnungen_Insgesamt,57327,K03460
2017,Vechta,Wohnungen_Insgesamt,58251,K03460
2018,Vechta,Wohnungen_Insgesamt,59344,K03460
2019,Vechta,Wohnungen_Insgesamt,60451,K03460
2011,Wesermarsch,Wohnungen_Insgesamt,45262,K03461
2012,Wesermarsch,Wohnungen_Insgesamt,45386,K03461
2013,Wesermarsch,Wohnungen_Insgesamt,45555,K03461
2014,Wesermarsch,Wohnungen_Insgesamt,45695,K03461
2015,Wesermarsch,Wohnungen_Insgesamt,45819,K03461
2016,Wesermarsch,Wohnungen_Insgesamt,46002,K03461
2017,Wesermarsch,Wohnungen_Insgesamt,46160,K03461
2018,Wesermarsch,Wohnungen_Insgesamt,46418,K03461
2019,Wesermarsch,Wohnungen_Insgesamt,46620,K03461
2011,Wittmund,Wohnungen_Insgesamt,29298,K03462
2012,Wittmund,Wohnungen_Insgesamt,29502,K03462
2013,Wittmund,Wohnungen_Insgesamt,29736,K03462
2014,Wittmund,Wohnungen_Insgesamt,30023,K03462
2015,Wittmund,Wohnungen_Insgesamt,30382,K03462
2016,Wittmund,Wohnungen_Insgesamt,30732,K03462
2017,Wittmund,Wohnungen_Insgesamt,31022,K03462
2018,Wittmund,Wohnungen_Insgesamt,31261,K03462
2019,Wittmund,Wohnungen_Insgesamt,31602,K03462
2011,Niedersachsen,1_Zimmer,85123,K030
2012,Niedersachsen,1_Zimmer,85778,K030
2013,Niedersachsen,1_Zimmer,86855,K030
2014,Niedersachsen,1_Zimmer,88518,K030
2015,Niedersachsen,1_Zimmer,89345,K030
2016,Niedersachsen,1_Zimmer,90610,K030
2017,Niedersachsen,1_Zimmer,92556,K030
2018,Niedersachsen,1_Zimmer,94128,K030
2019,Niedersachsen,1_Zimmer,95179,K030
2011,Braunschweig,1_Zimmer,25929,K031
2012,Braunschweig,1_Zimmer,25854,K031
2013,Braunschweig,1_Zimmer,25988,K031
2014,Braunschweig,1_Zimmer,26482,K031
2015,Braunschweig,1_Zimmer,26663,K031
2016,Braunschweig,1_Zimmer,26947,K031
2017,Braunschweig,1_Zimmer,27205,K031
2018,Braunschweig,1_Zimmer,27396,K031
2019,Braunschweig,1_Zimmer,27622,K031
2011,Braunschweig Stadt,1_Zimmer,6141,K03101
2012,Braunschweig Stadt,1_Zimmer,6174,K03101
2013,Braunschweig Stadt,1_Zimmer,6187,K03101
2014,Braunschweig Stadt,1_Zimmer,6341,K03101
2015,Braunschweig Stadt,1_Zimmer,6358,K03101
2016,Braunschweig Stadt,1_Zimmer,6380,K03101
2017,Braunschweig Stadt,1_Zimmer,6394,K03101
2018,Braunschweig Stadt,1_Zimmer,6468,K03101
2019,Braunschweig Stadt,1_Zimmer,6467,K03101
2011,Salzgitter.Stadt,1_Zimmer,1298,K03102
2012,Salzgitter.Stadt,1_Zimmer,1299,K03102
2013,Salzgitter.Stadt,1_Zimmer,1316,K03102
2014,Salzgitter.Stadt,1_Zimmer,1319,K03102
2015,Salzgitter.Stadt,1_Zimmer,1319,K03102
2016,Salzgitter.Stadt,1_Zimmer,1319,K03102
2017,Salzgitter.Stadt,1_Zimmer,1325,K03102
2018,Salzgitter.Stadt,1_Zimmer,1331,K03102
2019,Salzgitter.Stadt,1_Zimmer,1333,K03102
2011,Wolfsburg.Stadt,1_Zimmer,1666,K03103
2012,Wolfsburg.Stadt,1_Zimmer,1672,K03103
2013,Wolfsburg.Stadt,1_Zimmer,1689,K03103
2014,Wolfsburg.Stadt,1_Zimmer,1830,K03103
2015,Wolfsburg.Stadt,1_Zimmer,1831,K03103
2016,Wolfsburg.Stadt,1_Zimmer,1852,K03103
2017,Wolfsburg.Stadt,1_Zimmer,1894,K03103
2018,Wolfsburg.Stadt,1_Zimmer,1894,K03103
2019,Wolfsburg.Stadt,1_Zimmer,1970,K03103
2011,Gifhorn,1_Zimmer,721,K03151
2012,Gifhorn,1_Zimmer,720,K03151
2013,Gifhorn,1_Zimmer,751,K03151
2014,Gifhorn,1_Zimmer,752,K03151
2015,Gifhorn,1_Zimmer,758,K03151
2016,Gifhorn,1_Zimmer,764,K03151
2017,Gifhorn,1_Zimmer,782,K03151
2018,Gifhorn,1_Zimmer,795,K03151
2019,Gifhorn,1_Zimmer,845,K03151
2011,Goslar,1_Zimmer,2673,K03153
2012,Goslar,1_Zimmer,2665,K03153
2013,Goslar,1_Zimmer,2665,K03153
2014,Goslar,1_Zimmer,2682,K03153
2015,Goslar,1_Zimmer,2682,K03153
2016,Goslar,1_Zimmer,2682,K03153
2017,Goslar,1_Zimmer,2736,K03153
2018,Goslar,1_Zimmer,2740,K03153
2019,Goslar,1_Zimmer,2751,K03153
2011,Helmstedt,1_Zimmer,360,K03154
2012,Helmstedt,1_Zimmer,360,K03154
2013,Helmstedt,1_Zimmer,378,K03154
2014,Helmstedt,1_Zimmer,377,K03154
2015,Helmstedt,1_Zimmer,377,K03154
2016,Helmstedt,1_Zimmer,394,K03154
2017,Helmstedt,1_Zimmer,395,K03154
2018,Helmstedt,1_Zimmer,396,K03154
2019,Helmstedt,1_Zimmer,402,K03154
2011,Northeim,1_Zimmer,696,K03155
2012,Northeim,1_Zimmer,696,K03155
2013,Northeim,1_Zimmer,698,K03155
2014,Northeim,1_Zimmer,715,K03155
2015,Northeim,1_Zimmer,718,K03155
2016,Northeim,1_Zimmer,720,K03155
2017,Northeim,1_Zimmer,726,K03155
2018,Northeim,1_Zimmer,739,K03155
2019,Northeim,1_Zimmer,748,K03155
2011,Peine,1_Zimmer,734,K03157
2012,Peine,1_Zimmer,736,K03157
2013,Peine,1_Zimmer,739,K03157
2014,Peine,1_Zimmer,742,K03157
2015,Peine,1_Zimmer,835,K03157
2016,Peine,1_Zimmer,835,K03157
2017,Peine,1_Zimmer,861,K03157
2018,Peine,1_Zimmer,868,K03157
2019,Peine,1_Zimmer,874,K03157
2011,Wolfenbüttel,1_Zimmer,935,K03158
2012,Wolfenbüttel,1_Zimmer,935,K03158
2013,Wolfenbüttel,1_Zimmer,936,K03158
2014,Wolfenbüttel,1_Zimmer,936,K03158
2015,Wolfenbüttel,1_Zimmer,939,K03158
2016,Wolfenbüttel,1_Zimmer,1104,K03158
2017,Wolfenbüttel,1_Zimmer,1104,K03158
2018,Wolfenbüttel,1_Zimmer,1120,K03158
2019,Wolfenbüttel,1_Zimmer,1121,K03158
2011,Göttingen,1_Zimmer,10705,K03159
2012,Göttingen,1_Zimmer,10597,K03159
2013,Göttingen,1_Zimmer,10629,K03159
2014,Göttingen,1_Zimmer,10788,K03159
2015,Göttingen,1_Zimmer,10846,K03159
2016,Göttingen,1_Zimmer,10897,K03159
2017,Göttingen,1_Zimmer,10988,K03159
2018,Göttingen,1_Zimmer,11045,K03159
2019,Göttingen,1_Zimmer,11111,K03159
2011,Hannover,1_Zimmer,30293,K032
2012,Hannover,1_Zimmer,30458,K032
2013,Hannover,1_Zimmer,30732,K032
2014,Hannover,1_Zimmer,31165,K032
2015,Hannover,1_Zimmer,31311,K032
2016,Hannover,1_Zimmer,31452,K032
2017,Hannover,1_Zimmer,31702,K032
2018,Hannover,1_Zimmer,32301,K032
2019,Hannover,1_Zimmer,32688,K032
2011,Hannover Region,1_Zimmer,24495,K03241
2012,Hannover Region,1_Zimmer,24516,K03241
2013,Hannover Region,1_Zimmer,24641,K03241
2014,Hannover Region,1_Zimmer,24990,K03241
2015,Hannover Region,1_Zimmer,25053,K03241
2016,Hannover Region,1_Zimmer,25142,K03241
2017,Hannover Region,1_Zimmer,25349,K03241
2018,Hannover Region,1_Zimmer,25831,K03241
2019,Hannover Region,1_Zimmer,26191,K03241
2011,Hannover Landeshauptstadt,1_Zimmer,17758,K03241001
2012,Hannover Landeshauptstadt,1_Zimmer,17752,K03241001
2013,Hannover Landeshauptstadt,1_Zimmer,17759,K03241001
2014,Hannover Landeshauptstadt,1_Zimmer,18066,K03241001
2015,Hannover Landeshauptstadt,1_Zimmer,18069,K03241001
2016,Hannover Landeshauptstadt,1_Zimmer,18074,K03241001
2017,Hannover Landeshauptstadt,1_Zimmer,18234,K03241001
2018,Hannover Landeshauptstadt,1_Zimmer,18705,K03241001
2019,Hannover Landeshauptstadt,1_Zimmer,18889,K03241001
2011,Diepholz,1_Zimmer,792,K03251
2012,Diepholz,1_Zimmer,914,K03251
2013,Diepholz,1_Zimmer,942,K03251
2014,Diepholz,1_Zimmer,944,K03251
2015,Diepholz,1_Zimmer,953,K03251
2016,Diepholz,1_Zimmer,961,K03251
2017,Diepholz,1_Zimmer,963,K03251
2018,Diepholz,1_Zimmer,982,K03251
2019,Diepholz,1_Zimmer,986,K03251
2011,Hameln-Pyrmont,1_Zimmer,1061,K03252
2012,Hameln-Pyrmont,1_Zimmer,1060,K03252
2013,Hameln-Pyrmont,1_Zimmer,1066,K03252
2014,Hameln-Pyrmont,1_Zimmer,1130,K03252
2015,Hameln-Pyrmont,1_Zimmer,1153,K03252
2016,Hameln-Pyrmont,1_Zimmer,1156,K03252
2017,Hameln-Pyrmont,1_Zimmer,1155,K03252
2018,Hameln-Pyrmont,1_Zimmer,1155,K03252
2019,Hameln-Pyrmont,1_Zimmer,1132,K03252
2011,Hildesheim,1_Zimmer,2211,K03254
2012,Hildesheim,1_Zimmer,2222,K03254
2013,Hildesheim,1_Zimmer,2245,K03254
2014,Hildesheim,1_Zimmer,2259,K03254
2015,Hildesheim,1_Zimmer,2260,K03254
2016,Hildesheim,1_Zimmer,2289,K03254
2017,Hildesheim,1_Zimmer,2319,K03254
2018,Hildesheim,1_Zimmer,2412,K03254
2019,Hildesheim,1_Zimmer,2440,K03254
2011,Holzminden,1_Zimmer,411,K03255
2012,Holzminden,1_Zimmer,412,K03255
2013,Holzminden,1_Zimmer,412,K03255
2014,Holzminden,1_Zimmer,412,K03255
2015,Holzminden,1_Zimmer,417,K03255
2016,Holzminden,1_Zimmer,417,K03255
2017,Holzminden,1_Zimmer,418,K03255
2018,Holzminden,1_Zimmer,419,K03255
2019,Holzminden,1_Zimmer,422,K03255
2011,Nienburg (Weser),1_Zimmer,437,K03256
2012,Nienburg (Weser),1_Zimmer,447,K03256
2013,Nienburg (Weser),1_Zimmer,484,K03256
2014,Nienburg (Weser),1_Zimmer,488,K03256
2015,Nienburg (Weser),1_Zimmer,485,K03256
2016,Nienburg (Weser),1_Zimmer,497,K03256
2017,Nienburg (Weser),1_Zimmer,506,K03256
2018,Nienburg (Weser),1_Zimmer,508,K03256
2019,Nienburg (Weser),1_Zimmer,514,K03256
2011,Schaumburg,1_Zimmer,886,K03257
2012,Schaumburg,1_Zimmer,887,K03257
2013,Schaumburg,1_Zimmer,942,K03257
2014,Schaumburg,1_Zimmer,942,K03257
2015,Schaumburg,1_Zimmer,990,K03257
2016,Schaumburg,1_Zimmer,990,K03257
2017,Schaumburg,1_Zimmer,992,K03257
2018,Schaumburg,1_Zimmer,994,K03257
2019,Schaumburg,1_Zimmer,1003,K03257
2011,Lüneburg,1_Zimmer,12192,K033
2012,Lüneburg,1_Zimmer,12345,K033
2013,Lüneburg,1_Zimmer,12626,K033
2014,Lüneburg,1_Zimmer,12834,K033
2015,Lüneburg,1_Zimmer,13055,K033
2016,Lüneburg,1_Zimmer,13421,K033
2017,Lüneburg,1_Zimmer,14163,K033
2018,Lüneburg,1_Zimmer,14305,K033
2019,Lüneburg,1_Zimmer,14485,K033
2011,Celle,1_Zimmer,1290,K03351
2012,Celle,1_Zimmer,1289,K03351
2013,Celle,1_Zimmer,1329,K03351
2014,Celle,1_Zimmer,1331,K03351
2015,Celle,1_Zimmer,1406,K03351
2016,Celle,1_Zimmer,1413,K03351
2017,Celle,1_Zimmer,1425,K03351
2018,Celle,1_Zimmer,1425,K03351
2019,Celle,1_Zimmer,1432,K03351
2011,Cuxhaven,1_Zimmer,1021,K03352
2012,Cuxhaven,1_Zimmer,1070,K03352
2013,Cuxhaven,1_Zimmer,1109,K03352
2014,Cuxhaven,1_Zimmer,1100,K03352
2015,Cuxhaven,1_Zimmer,1102,K03352
2016,Cuxhaven,1_Zimmer,1187,K03352
2017,Cuxhaven,1_Zimmer,1185,K03352
2018,Cuxhaven,1_Zimmer,1187,K03352
2019,Cuxhaven,1_Zimmer,1202,K03352
2011,Harburg,1_Zimmer,1622,K03353
2012,Harburg,1_Zimmer,1622,K03353
2013,Harburg,1_Zimmer,1632,K03353
2014,Harburg,1_Zimmer,1669,K03353
2015,Harburg,1_Zimmer,1682,K03353
2016,Harburg,1_Zimmer,1709,K03353
2017,Harburg,1_Zimmer,1721,K03353
2018,Harburg,1_Zimmer,1768,K03353
2019,Harburg,1_Zimmer,1785,K03353
2011,Lüchow-Dannenberg,1_Zimmer,227,K03354
2012,Lüchow-Dannenberg,1_Zimmer,230,K03354
2013,Lüchow-Dannenberg,1_Zimmer,229,K03354
2014,Lüchow-Dannenberg,1_Zimmer,269,K03354
2015,Lüchow-Dannenberg,1_Zimmer,273,K03354
2016,Lüchow-Dannenberg,1_Zimmer,283,K03354
2017,Lüchow-Dannenberg,1_Zimmer,283,K03354
2018,Lüchow-Dannenberg,1_Zimmer,285,K03354
2019,Lüchow-Dannenberg,1_Zimmer,292,K03354
2011,Lüneburg,1_Zimmer,2759,K03355
2012,Lüneburg,1_Zimmer,2765,K03355
2013,Lüneburg,1_Zimmer,2852,K03355
2014,Lüneburg,1_Zimmer,2863,K03355
2015,Lüneburg,1_Zimmer,2866,K03355
2016,Lüneburg,1_Zimmer,2895,K03355
2017,Lüneburg,1_Zimmer,3336,K03355
2018,Lüneburg,1_Zimmer,3343,K03355
2019,Lüneburg,1_Zimmer,3354,K03355
2011,Osterholz,1_Zimmer,463,K03356
2012,Osterholz,1_Zimmer,465,K03356
2013,Osterholz,1_Zimmer,485,K03356
2014,Osterholz,1_Zimmer,485,K03356
2015,Osterholz,1_Zimmer,492,K03356
2016,Osterholz,1_Zimmer,494,K03356
2017,Osterholz,1_Zimmer,495,K03356
2018,Osterholz,1_Zimmer,498,K03356
2019,Osterholz,1_Zimmer,510,K03356
2011,Rotenburg (Wümme),1_Zimmer,709,K03357
2012,Rotenburg (Wümme),1_Zimmer,775,K03357
2013,Rotenburg (Wümme),1_Zimmer,791,K03357
2014,Rotenburg (Wümme),1_Zimmer,802,K03357
2015,Rotenburg (Wümme),1_Zimmer,836,K03357
2016,Rotenburg (Wümme),1_Zimmer,844,K03357
2017,Rotenburg (Wümme),1_Zimmer,863,K03357
2018,Rotenburg (Wümme),1_Zimmer,868,K03357
2019,Rotenburg (Wümme),1_Zimmer,938,K03357
2011,Heidekreis,1_Zimmer,989,K03358
2012,Heidekreis,1_Zimmer,989,K03358
2013,Heidekreis,1_Zimmer,999,K03358
2014,Heidekreis,1_Zimmer,1009,K03358
2015,Heidekreis,1_Zimmer,1024,K03358
2016,Heidekreis,1_Zimmer,1057,K03358
2017,Heidekreis,1_Zimmer,1067,K03358
2018,Heidekreis,1_Zimmer,1072,K03358
2019,Heidekreis,1_Zimmer,1076,K03358
2011,Stade,1_Zimmer,1615,K03359
2012,Stade,1_Zimmer,1635,K03359
2013,Stade,1_Zimmer,1681,K03359
2014,Stade,1_Zimmer,1778,K03359
2015,Stade,1_Zimmer,1805,K03359
2016,Stade,1_Zimmer,1843,K03359
2017,Stade,1_Zimmer,2072,K03359
2018,Stade,1_Zimmer,2147,K03359
2019,Stade,1_Zimmer,2159,K03359
2011,Uelzen,1_Zimmer,855,K03360
2012,Uelzen,1_Zimmer,862,K03360
2013,Uelzen,1_Zimmer,865,K03360
2014,Uelzen,1_Zimmer,870,K03360
2015,Uelzen,1_Zimmer,878,K03360
2016,Uelzen,1_Zimmer,1003,K03360
2017,Uelzen,1_Zimmer,1003,K03360
2018,Uelzen,1_Zimmer,1003,K03360
2019,Uelzen,1_Zimmer,1018,K03360
2011,Verden,1_Zimmer,642,K03361
2012,Verden,1_Zimmer,643,K03361
2013,Verden,1_Zimmer,654,K03361
2014,Verden,1_Zimmer,658,K03361
2015,Verden,1_Zimmer,691,K03361
2016,Verden,1_Zimmer,693,K03361
2017,Verden,1_Zimmer,713,K03361
2018,Verden,1_Zimmer,709,K03361
2019,Verden,1_Zimmer,719,K03361
2011,Weser-Ems,1_Zimmer,16709,K034
2012,Weser-Ems,1_Zimmer,17121,K034
2013,Weser-Ems,1_Zimmer,17509,K034
2014,Weser-Ems,1_Zimmer,18037,K034
2015,Weser-Ems,1_Zimmer,18316,K034
2016,Weser-Ems,1_Zimmer,18790,K034
2017,Weser-Ems,1_Zimmer,19486,K034
2018,Weser-Ems,1_Zimmer,20126,K034
2019,Weser-Ems,1_Zimmer,20384,K034
2011,Delmenhorst.Stadt,1_Zimmer,824,K03401
2012,Delmenhorst.Stadt,1_Zimmer,824,K03401
2013,Delmenhorst.Stadt,1_Zimmer,824,K03401
2014,Delmenhorst.Stadt,1_Zimmer,827,K03401
2015,Delmenhorst.Stadt,1_Zimmer,828,K03401
2016,Delmenhorst.Stadt,1_Zimmer,829,K03401
2017,Delmenhorst.Stadt,1_Zimmer,883,K03401
2018,Delmenhorst.Stadt,1_Zimmer,883,K03401
2019,Delmenhorst.Stadt,1_Zimmer,883,K03401
2011,Emden Stadt,1_Zimmer,652,K03402
2012,Emden Stadt,1_Zimmer,656,K03402
2013,Emden Stadt,1_Zimmer,656,K03402
2014,Emden Stadt,1_Zimmer,657,K03402
2015,Emden Stadt,1_Zimmer,657,K03402
2016,Emden Stadt,1_Zimmer,654,K03402
2017,Emden Stadt,1_Zimmer,681,K03402
2018,Emden Stadt,1_Zimmer,684,K03402
2019,Emden Stadt,1_Zimmer,685,K03402
2011,Oldenburg (Oldb) Stadt,1_Zimmer,3747,K03403
2012,Oldenburg (Oldb) Stadt,1_Zimmer,3785,K03403
2013,Oldenburg (Oldb) Stadt,1_Zimmer,3794,K03403
2014,Oldenburg (Oldb) Stadt,1_Zimmer,3817,K03403
2015,Oldenburg (Oldb) Stadt,1_Zimmer,3865,K03403
2016,Oldenburg (Oldb) Stadt,1_Zimmer,4000,K03403
2017,Oldenburg (Oldb) Stadt,1_Zimmer,4225,K03403
2018,Oldenburg (Oldb) Stadt,1_Zimmer,4394,K03403
2019,Oldenburg (Oldb) Stadt,1_Zimmer,4443,K03403
2011,Osnabrück Stadt,1_Zimmer,3751,K03404
2012,Osnabrück Stadt,1_Zimmer,3756,K03404
2013,Osnabrück Stadt,1_Zimmer,3774,K03404
2014,Osnabrück Stadt,1_Zimmer,3786,K03404
2015,Osnabrück Stadt,1_Zimmer,3847,K03404
2016,Osnabrück Stadt,1_Zimmer,3899,K03404
2017,Osnabrück Stadt,1_Zimmer,3957,K03404
2018,Osnabrück Stadt,1_Zimmer,4159,K03404
2019,Osnabrück Stadt,1_Zimmer,4168,K03404
2011,Wilhelmshaven Stadt,1_Zimmer,844,K03405
2012,Wilhelmshaven Stadt,1_Zimmer,846,K03405
2013,Wilhelmshaven Stadt,1_Zimmer,846,K03405
2014,Wilhelmshaven Stadt,1_Zimmer,857,K03405
2015,Wilhelmshaven Stadt,1_Zimmer,857,K03405
2016,Wilhelmshaven Stadt,1_Zimmer,861,K03405
2017,Wilhelmshaven Stadt,1_Zimmer,861,K03405
2018,Wilhelmshaven Stadt,1_Zimmer,863,K03405
2019,Wilhelmshaven Stadt,1_Zimmer,879,K03405
2011,Ammerland,1_Zimmer,493,K03451
2012,Ammerland,1_Zimmer,559,K03451
2013,Ammerland,1_Zimmer,620,K03451
2014,Ammerland,1_Zimmer,636,K03451
2015,Ammerland,1_Zimmer,637,K03451
2016,Ammerland,1_Zimmer,738,K03451
2017,Ammerland,1_Zimmer,738,K03451
2018,Ammerland,1_Zimmer,833,K03451
2019,Ammerland,1_Zimmer,932,K03451
2011,Aurich,1_Zimmer,841,K03452
2012,Aurich,1_Zimmer,844,K03452
2013,Aurich,1_Zimmer,868,K03452
2014,Aurich,1_Zimmer,870,K03452
2015,Aurich,1_Zimmer,847,K03452
2016,Aurich,1_Zimmer,867,K03452
2017,Aurich,1_Zimmer,887,K03452
2018,Aurich,1_Zimmer,885,K03452
2019,Aurich,1_Zimmer,889,K03452
2011,Cloppenburg,1_Zimmer,324,K03453
2012,Cloppenburg,1_Zimmer,344,K03453
2013,Cloppenburg,1_Zimmer,410,K03453
2014,Cloppenburg,1_Zimmer,439,K03453
2015,Cloppenburg,1_Zimmer,459,K03453
2016,Cloppenburg,1_Zimmer,478,K03453
2017,Cloppenburg,1_Zimmer,532,K03453
2018,Cloppenburg,1_Zimmer,538,K03453
2019,Cloppenburg,1_Zimmer,542,K03453
2011,Emsland,1_Zimmer,798,K03454
2012,Emsland,1_Zimmer,947,K03454
2013,Emsland,1_Zimmer,966,K03454
2014,Emsland,1_Zimmer,1116,K03454
2015,Emsland,1_Zimmer,1182,K03454
2016,Emsland,1_Zimmer,1286,K03454
2017,Emsland,1_Zimmer,1423,K03454
2018,Emsland,1_Zimmer,1510,K03454
2019,Emsland,1_Zimmer,1539,K03454
2011,Friesland,1_Zimmer,396,K03455
2012,Friesland,1_Zimmer,427,K03455
2013,Friesland,1_Zimmer,435,K03455
2014,Friesland,1_Zimmer,446,K03455
2015,Friesland,1_Zimmer,448,K03455
2016,Friesland,1_Zimmer,447,K03455
2017,Friesland,1_Zimmer,467,K03455
2018,Friesland,1_Zimmer,479,K03455
2019,Friesland,1_Zimmer,485,K03455
2011,Grafschaft Bentheim,1_Zimmer,447,K03456
2012,Grafschaft Bentheim,1_Zimmer,449,K03456
2013,Grafschaft Bentheim,1_Zimmer,454,K03456
2014,Grafschaft Bentheim,1_Zimmer,459,K03456
2015,Grafschaft Bentheim,1_Zimmer,472,K03456
2016,Grafschaft Bentheim,1_Zimmer,475,K03456
2017,Grafschaft Bentheim,1_Zimmer,495,K03456
2018,Grafschaft Bentheim,1_Zimmer,505,K03456
2019,Grafschaft Bentheim,1_Zimmer,506,K03456
2011,Leer,1_Zimmer,487,K03457
2012,Leer,1_Zimmer,554,K03457
2013,Leer,1_Zimmer,561,K03457
2014,Leer,1_Zimmer,563,K03457
2015,Leer,1_Zimmer,567,K03457
2016,Leer,1_Zimmer,567,K03457
2017,Leer,1_Zimmer,586,K03457
2018,Leer,1_Zimmer,606,K03457
2019,Leer,1_Zimmer,611,K03457
2011,Oldenburg,1_Zimmer,298,K03458
2012,Oldenburg,1_Zimmer,299,K03458
2013,Oldenburg,1_Zimmer,300,K03458
2014,Oldenburg,1_Zimmer,325,K03458
2015,Oldenburg,1_Zimmer,349,K03458
2016,Oldenburg,1_Zimmer,353,K03458
2017,Oldenburg,1_Zimmer,356,K03458
2018,Oldenburg,1_Zimmer,359,K03458
2019,Oldenburg,1_Zimmer,361,K03458
2011,Osnabrück,1_Zimmer,1398,K03459
2012,Osnabrück,1_Zimmer,1420,K03459
2013,Osnabrück,1_Zimmer,1501,K03459
2014,Osnabrück,1_Zimmer,1636,K03459
2015,Osnabrück,1_Zimmer,1649,K03459
2016,Osnabrück,1_Zimmer,1664,K03459
2017,Osnabrück,1_Zimmer,1693,K03459
2018,Osnabrück,1_Zimmer,1706,K03459
2019,Osnabrück,1_Zimmer,1727,K03459
2011,Vechta,1_Zimmer,528,K03460
2012,Vechta,1_Zimmer,527,K03460
2013,Vechta,1_Zimmer,613,K03460
2014,Vechta,1_Zimmer,696,K03460
2015,Vechta,1_Zimmer,729,K03460
2016,Vechta,1_Zimmer,743,K03460
2017,Vechta,1_Zimmer,767,K03460
2018,Vechta,1_Zimmer,789,K03460
2019,Vechta,1_Zimmer,790,K03460
2011,Wesermarsch,1_Zimmer,597,K03461
2012,Wesermarsch,1_Zimmer,595,K03461
2013,Wesermarsch,1_Zimmer,595,K03461
2014,Wesermarsch,1_Zimmer,605,K03461
2015,Wesermarsch,1_Zimmer,606,K03461
2016,Wesermarsch,1_Zimmer,608,K03461
2017,Wesermarsch,1_Zimmer,610,K03461
2018,Wesermarsch,1_Zimmer,609,K03461
2019,Wesermarsch,1_Zimmer,609,K03461
2011,Wittmund,1_Zimmer,284,K03462
2012,Wittmund,1_Zimmer,289,K03462
2013,Wittmund,1_Zimmer,292,K03462
2014,Wittmund,1_Zimmer,302,K03462
2015,Wittmund,1_Zimmer,317,K03462
2016,Wittmund,1_Zimmer,321,K03462
2017,Wittmund,1_Zimmer,325,K03462
2018,Wittmund,1_Zimmer,324,K03462
2019,Wittmund,1_Zimmer,335,K03462
2011,Niedersachsen,2_zimmer,199487,K030
2012,Niedersachsen,2_zimmer,200998,K030
2013,Niedersachsen,2_zimmer,202762,K030
2014,Niedersachsen,2_zimmer,205122,K030
2015,Niedersachsen,2_zimmer,207743,K030
2016,Niedersachsen,2_zimmer,210956,K030
2017,Niedersachsen,2_zimmer,214617,K030
2018,Niedersachsen,2_zimmer,218416,K030
2019,Niedersachsen,2_zimmer,222552,K030
2011,Braunschweig,2_zimmer,46327,K031
2012,Braunschweig,2_zimmer,46400,K031
2013,Braunschweig,2_zimmer,46547,K031
2014,Braunschweig,2_zimmer,46767,K031
2015,Braunschweig,2_zimmer,46995,K031
2016,Braunschweig,2_zimmer,47346,K031
2017,Braunschweig,2_zimmer,47790,K031
2018,Braunschweig,2_zimmer,48207,K031
2019,Braunschweig,2_zimmer,48801,K031
2011,Braunschweig Stadt,2_zimmer,10247,K03101
2012,Braunschweig Stadt,2_zimmer,10278,K03101
2013,Braunschweig Stadt,2_zimmer,10308,K03101
2014,Braunschweig Stadt,2_zimmer,10329,K03101
2015,Braunschweig Stadt,2_zimmer,10396,K03101
2016,Braunschweig Stadt,2_zimmer,10432,K03101
2017,Braunschweig Stadt,2_zimmer,10508,K03101
2018,Braunschweig Stadt,2_zimmer,10603,K03101
2019,Braunschweig Stadt,2_zimmer,10720,K03101
2011,Salzgitter.Stadt,2_zimmer,2109,K03102
2012,Salzgitter.Stadt,2_zimmer,2112,K03102
2013,Salzgitter.Stadt,2_zimmer,2114,K03102
2014,Salzgitter.Stadt,2_zimmer,2111,K03102
2015,Salzgitter.Stadt,2_zimmer,2120,K03102
2016,Salzgitter.Stadt,2_zimmer,2123,K03102
2017,Salzgitter.Stadt,2_zimmer,2126,K03102
2018,Salzgitter.Stadt,2_zimmer,2135,K03102
2019,Salzgitter.Stadt,2_zimmer,2166,K03102
2011,Wolfsburg.Stadt,2_zimmer,3664,K03103
2012,Wolfsburg.Stadt,2_zimmer,3625,K03103
2013,Wolfsburg.Stadt,2_zimmer,3655,K03103
2014,Wolfsburg.Stadt,2_zimmer,3702,K03103
2015,Wolfsburg.Stadt,2_zimmer,3708,K03103
2016,Wolfsburg.Stadt,2_zimmer,3795,K03103
2017,Wolfsburg.Stadt,2_zimmer,3821,K03103
2018,Wolfsburg.Stadt,2_zimmer,3857,K03103
2019,Wolfsburg.Stadt,2_zimmer,3935,K03103
2011,Gifhorn,2_zimmer,3009,K03151
2012,Gifhorn,2_zimmer,3016,K03151
2013,Gifhorn,2_zimmer,3044,K03151
2014,Gifhorn,2_zimmer,3107,K03151
2015,Gifhorn,2_zimmer,3136,K03151
2016,Gifhorn,2_zimmer,3186,K03151
2017,Gifhorn,2_zimmer,3259,K03151
2018,Gifhorn,2_zimmer,3332,K03151
2019,Gifhorn,2_zimmer,3405,K03151
2011,Goslar,2_zimmer,4966,K03153
2012,Goslar,2_zimmer,4975,K03153
2013,Goslar,2_zimmer,4982,K03153
2014,Goslar,2_zimmer,4998,K03153
2015,Goslar,2_zimmer,5001,K03153
2016,Goslar,2_zimmer,5005,K03153
2017,Goslar,2_zimmer,5029,K03153
2018,Goslar,2_zimmer,5034,K03153
2019,Goslar,2_zimmer,5062,K03153
2011,Helmstedt,2_zimmer,1824,K03154
2012,Helmstedt,2_zimmer,1825,K03154
2013,Helmstedt,2_zimmer,1832,K03154
